Requested_prod_id,Requested_GTIN(EAN/UPC),Requested_Icecat_id,ErrorMessage,Supplier,Prod_id,Icecat_id,GTIN(EAN/UPC),Category,CatId,ProductFamily,ProductSeries,Model,Updated,Quality,On_Market,Product_Views,HighPic,HighPic Resolution,LowPic,Pic500x500,ThumbPic,Folder_PDF,Folder_Manual_PDF,ProductTitle,ShortDesc,ShortSummaryDescription,LongSummaryDescription,LongDesc,ProductGallery,ProductGallery Resolution,ProductGallery ExpirationDate,360,EU Energy Label,EU Product Fiche,PDF,Video/mp4,Other Multimedia,ProductMultimediaObject ExpirationDate,ReasonsToBuy
"","",40215256,"",HP,U9TJ5E,40215256,"",Warranty & Support Extensions,788,"","",4 year 9x5 Software Support for Samsung Scan to Home Folder,20221220184927,ICECAT,1,16721,https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,https://images.icecat.biz/img/gallery_lows/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_mediums/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_thumbs/86120550_2078831494.jpg,http://objects.icecat.biz/objects/mmo_40215256_1572765229_8919_12854.pdf|http://objects.icecat.biz/objects/mmo_40215256_1572765233_3013_13445.pdf|http://objects.icecat.biz/objects/mmo_40215256_1572765236_6046_14106.pdf,"",HP 4 year 9x5 Software Support for Samsung Scan to Home Folder,"4 years, 9x5, Software Support, for Samsung Scan to Home Folder","HP 4 year 9x5 Software Support for Samsung Scan to Home Folder, 4 year(s), 9x5","HP 4 year 9x5 Software Support for Samsung Scan to Home Folder. Number of years: 4 year(s), Service time (hours x days): 9x5","HP Software Support Service provides comprehensive software services for HP software and selected HP-supported third-party products. HP Software Support Service also provides access to HP technical resources for assistance in resolving software implementation or operations problems. HP releases updates to software and reference manuals as soon as they are made available. Updates for selected HP-supported third-party software products are included as they are made available from the original software manufacturer. HP Software Support Service also includes the license to use software updates for each system, socket, processor, processor core, or end user software license, as allowed by the original HP or original manufacturer software license terms. In addition, HP Software Support Service provides electronic access to related product and support information, enabling any member of your IT staff to locate this commercially available essential information. For third-party products, access is subject to availability of information from the original manufacturer.",https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,"","","","","","","","",""
"","",40601000,"",HP,SV285A,40601000,0192018160064|192018160064,Trays & Feeders,314,"","",Samsung SCX-HCF100 2000-sheet High Capacity Paper Feeder,20201003043141,SUPPLIER,"",680,http://images.icecat.biz/img/brand/high/1_df42767c3ddf465b89464fb59064c6ce.jpg,625x642,http://images.icecat.biz/img/brand/low/1_d0a20d639fc74672915c2b5e13682a06.jpg,http://images.icecat.biz/img/brand/medium/1_0aec37306b8647b2a6043657e5749396.jpg,http://images.icecat.biz/img/brand/thumb/1_cf8603f6de7b4c4d8ac4f5f0ef439a05.jpg,"","",HP Samsung SCX-HCF100 2000-sheet High Capacity Paper Feeder,Samsung SCX-HCF100 2000-sheet High Capacity Paper Feeder,HP Samsung SCX-HCF100 2000-sheet High Capacity Paper Feeder,HP Samsung SCX-HCF100 2000-sheet High Capacity Paper Feeder,"",http://images.icecat.biz/img/brand/high/1_df42767c3ddf465b89464fb59064c6ce.jpg,625x642,"","","","","","","","",""
"","",40786653,"",HP,U9VK1E,40786653,"",Warranty & Support Extensions,788,"","",Safecom 5 year 9x5 Software Support for DR,20221220184927,ICECAT,1,18619,https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,https://images.icecat.biz/img/gallery_lows/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_mediums/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_thumbs/86120550_2078831494.jpg,http://objects.icecat.biz/objects/mmo_40786653_1550110573_0939_28188.pdf|http://objects.icecat.biz/objects/mmo_40786653_1564330193_2001_18276.pdf|http://objects.icecat.biz/objects/mmo_40786653_1572767024_2224_3659.pdf|http://objects.icecat.biz/objects/mmo_40786653_1572767030_0401_3563.pdf|http://objects.icecat.biz/objects/mmo_40786653_1572767034_1597_3507.pdf,"",HP Safecom 5 year 9x5 Software Support for DR,"5 years, 9x5, Software Support, for Safecom DR","HP Safecom 5 year 9x5 Software Support for DR, 5 year(s), 9x5","HP Safecom 5 year 9x5 Software Support for DR. Number of years: 5 year(s), Service time (hours x days): 9x5","HP Software Support Service provides comprehensive software services for HP software and selected HP-supported third-party products. HP Software Support Service also provides access to HP technical resources for assistance in resolving software implementation or operations problems. HP releases updates to software and reference manuals as soon as they are made available. Updates for selected HP-supported third-party software products are included as they are made available from the original software manufacturer. HP Software Support Service also includes the license to use software updates for each system, socket, processor, processor core, or end user software license, as allowed by the original HP or original manufacturer software license terms. In addition, HP Software Support Service provides electronic access to related product and support information, enabling any member of your IT staff to locate this commercially available essential information. For third-party products, access is subject to availability of information from the original manufacturer.",https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,"","","","","","","","",""
"","",40786530,"",HP,U9UN9E,40786530,"",Warranty & Support Extensions,788,"","",Safecom 1 year 9x5 Software Support for E33 USB Cable,20221220184927,ICECAT,1,12081,https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,https://images.icecat.biz/img/gallery_lows/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_mediums/86120550_2078831494.jpg,https://images.icecat.biz/img/gallery_thumbs/86120550_2078831494.jpg,http://objects.icecat.biz/objects/mmo_40786530_1550110417_7193_26762.pdf|http://objects.icecat.biz/objects/mmo_40786530_1564330174_9343_9752.pdf|http://objects.icecat.biz/objects/mmo_40786530_1572766965_1407_30769.pdf|http://objects.icecat.biz/objects/mmo_40786530_1572766981_2835_31026.pdf|http://objects.icecat.biz/objects/mmo_40786530_1572766985_0175_31158.pdf,"",HP Safecom 1 year 9x5 Software Support for E33 USB Cable,"1 year, 9x5, Software Support, for Safecom E33 USB Cable","HP Safecom 1 year 9x5 Software Support for E33 USB Cable, 1 year(s), 9x5","HP Safecom 1 year 9x5 Software Support for E33 USB Cable. Number of years: 1 year(s), Service time (hours x days): 9x5","HP Software Support Service provides comprehensive software services for HP software and selected HP-supported third-party products. HP Software Support Service also provides access to HP technical resources for assistance in resolving software implementation or operations problems. HP releases updates to software and reference manuals as soon as they are made available. Updates for selected HP-supported third-party software products are included as they are made available from the original software manufacturer. HP Software Support Service also includes the license to use software updates for each system, socket, processor, processor core, or end user software license, as allowed by the original HP or original manufacturer software license terms. In addition, HP Software Support Service provides electronic access to related product and support information, enabling any member of your IT staff to locate this commercially available essential information. For third-party products, access is subject to availability of information from the original manufacturer.",https://images.icecat.biz/img/gallery/86120550_2078831494.jpg,1501x1501,"","","","","","","","",""
"","",85029688,"",HP,XN093AAR,85029688,"",Laptops,151,"","",Pavilion dv7t-5000 CTO Entertainment Notebook PC,20211208093256,SUPPLIER,"",1476,https://images.icecat.biz/img/gallery/85029688_3083455309.jpg,3136x2218,https://images.icecat.biz/img/gallery_lows/85029688_3083455309.jpg,https://images.icecat.biz/img/gallery_mediums/85029688_3083455309.jpg,https://images.icecat.biz/img/gallery_thumbs/85029688_3083455309.jpg,"","",HP Pavilion dv7t-5000 CTO Entertainment Notebook PC, Pavilion dv7t-5000 CTO Entertainment Notebook PC,HP Pavilion dv7t-5000 CTO Entertainment Notebook PC,HP Pavilion dv7t-5000 CTO Entertainment Notebook PC,"It's never been easier to do more, go anywhere and have more fun. The HP Pavilion dv7 makes it possible, with powerful PC-like performance, multimedia support and a full range of built-in features and software packed into a stylishly design chassis.",https://images.icecat.biz/img/gallery/85029688_3083455309.jpg|https://images.icecat.biz/img/gallery/85029688_9015467779.jpg|https://images.icecat.biz/img/gallery/85029688_0768401992.jpg|https://images.icecat.biz/img/gallery/85029688_0555556350.jpg|https://images.icecat.biz/img/gallery/85029688_7709497751.jpg|https://images.icecat.biz/img/gallery/85029688_7796944164.jpg|https://images.icecat.biz/img/gallery/85029688_8099688628.jpg|https://images.icecat.biz/img/gallery/85029688_3329807549.jpg,3136x2218|3109x2099|3137x2126|3130x3100|3151x2297|3144x2209|3131x3100|3156x410,|||||||,"","","","","","","","Get PC specs in a mobile design||The HP Pavilion dv7 gives you full PC performance, plus the freedom of mobility. Get a choice of the latest Intel� and AMD processors, plus powerful discrete graphics choices including 1 GB VRAM, hybrid PowerExpress and Crossfire.\n\nSimplify and enjoy everything you do||With its large, high-definition screen, large clickpad and one-touch HP QuickWeb internet access, the HP Pavilion dv7 makes work and play easier and more fun.\n\nSecurity and storage for all your data||Easily store all your data, with up to 2 TB of storage for dual HDD configurations and an internal optical drive. Plus, keep everything secure with the optional SimplePass Fingerprint reader and the latest HP security software."
"","",23215860,"",HP,F1Q86EA,23215860,0888793404256|888793404256|0888793647790|888793647790,Laptops,151,EliteBook,700,745 G2,20230313195600,ICECAT,1,19386,https://images.icecat.biz/img/gallery/23215860_7820387172.jpg,3300x2805,https://images.icecat.biz/img/gallery_lows/23215860_7820387172.jpg,https://images.icecat.biz/img/gallery_mediums/23215860_7820387172.jpg,https://images.icecat.biz/img/gallery_thumbs/23215860_7820387172.jpg,"","","HP EliteBook 745 G2 Laptop 35.6 cm (14"") HD+ AMD A10 A10-7350B 4 GB DDR3L-SDRAM 256 GB SSD Wi-Fi 4 (802.11n) Windows 7 Professional Black, Silver","AMD Quad-Core Pro A10-7350B (4M Cache, 2.1GHz), 14"" HD+ (1600 x 900) LED, 4GB DDR3L, 256GB SSD, AMD Radeon R6, Gigabit Ethernet, WLAN 802.11a/b/g/n, Bluetooth 4.0, HD Webcam, Windows 7 Pro 64 bit","HP EliteBook 745 G2, AMD A10, 2.1 GHz, 35.6 cm (14""), 1600 x 900 pixels, 4 GB, 256 GB","HP EliteBook 745 G2. Product type: Laptop, Form factor: Clamshell. Processor family: AMD A10, Processor model: A10-7350B, Processor frequency: 2.1 GHz. Display diagonal: 35.6 cm (14""), HD type: HD+, Display resolution: 1600 x 900 pixels. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM. Total storage capacity: 256 GB, Storage media: SSD. Mobile network generation: 3G. Operating system installed: Windows 7 Professional. Product colour: Black, Silver","The thin and light design with optional FHD touch display makes the HP EliteBook 700 series ideal for professionals in and out of the office. Work proficiently and confidently with HP technology and AMD PRO A-Series APUs.\n\n<b>Features</b>\n\nWindows 8.1 Pro or other operating systems available\n\n<b>At your fingertips.</b>\n\nThe HP EliteBook 745 G2 delivers future-ready performance at an exceptional price. Featuring AMD PRO A-Series APUs now with revolutionary HSA technology, a lightweight design, and an optional FHD touch display that allows you to navigate easily and get work done.\n\n<b>Field ready.</b>\n\nNever fear bumps and minor spills. The thin and light HP EliteBook 745 G2 endures HP�s Total Test Process and is designed to undergo MIL-SPEC 810G testing.\n\n<b>Self-healing safeguard.</b>\n\nHP Sure Start is the way to help ensure a proper boot-up thanks to corruption detection, a self-healing BIOS, and recovery that restarts where it left off if the update stalls, fails, or is corrupted.\n\n<b>Featuring</b>\n\nThe latest AMD PRO A-Series APUs with HSA technology help unlock true business computing and deliver outstanding total cost of ownership, optimal manageability, and security features. Simply put, AMD PRO A-Series APUs are easy to support with the power to perform.\n\nEnjoy the stunning graphics provided by affordable AMD Radeon� Graphics.\n\nEach HP EliteBook 745 G2 works with HP Client Management Solutions and DASH support.\n\nWork longer with your HP EliteBook 745 G2 using the optional long life slice battery built with professionals in mind.\n\nHP BIOSphere keeps mission-critical data and systems protected with customizable security.\n\nThe visual quality of the optional FHD touchscreen enriches business interaction with Windows 8.1.\n\nStay productive throughout the day with the optional HP UltraSlim docking station.\n\nOptimize your storage with latest high-performing storage options from HP.\n\nStay connected to get work done in the field with HP Connection Manager,9 HP Wireless Hotspot, and HP Mobile Connect (EMEA only) and optional 4G LTE.",https://images.icecat.biz/img/gallery/23215860_7820387172.jpg|https://images.icecat.biz/img/gallery/23215860_4729599150.jpg|https://images.icecat.biz/img/gallery/23215860_1883935306.jpg|https://images.icecat.biz/img/gallery/23215860_6117353489.jpg|https://images.icecat.biz/img/gallery/23215860_9480092678.jpg|https://images.icecat.biz/img/gallery/23215860_6593431735.jpg|https://images.icecat.biz/img/gallery/23215860_6331027831.jpg|https://images.icecat.biz/img/gallery/23215860_8111109228.jpg|https://images.icecat.biz/img/norm/high/23215860-9473.jpg|https://images.icecat.biz/img/gallery/23215860_6122.jpg|https://images.icecat.biz/img/gallery/23215860_6135.jpg|https://images.icecat.biz/img/gallery/23215860_6847.jpg|https://images.icecat.biz/img/gallery/23215860_3765.jpg,3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|5000x3333|3840x5760|3840x5760|573x430|573x430|573x430|573x430|573x430,||||||||||||,"","","","","","","",""
"","",23249318,"",HP,K0B41AA,23249318,0888793502075|888793502075|0889899384961|889899384961|0888793502082|888793502082|0888793502068|888793502068,Laptop Cases,1285,"","",Spectrum,20210315202231,ICECAT,1,52317,https://images.icecat.biz/img/gallery/img_23249318_high_1496973058_4223_13250.jpg,3932x3455,https://images.icecat.biz/img/gallery_lows/img_23249318_low_1496973107_2393_13250.jpg,https://images.icecat.biz/img/gallery_mediums/img_23249318_medium_1496973077_8671_13250.jpg,https://images.icecat.biz/img/gallery_thumbs/img_23249318_thumb_1496973135_7298_13250.jpg,"","","HP Spectrum 35.6 cm (14"") Sleeve case Turquoise",HP 14 in Spectrum Turquoise Sleeve,"HP Spectrum, Sleeve case, 35.6 cm (14""), 150 g","HP Spectrum. Case type: Sleeve case, Maximum screen size: 35.6 cm (14""). Weight: 150 g","Streamlined design for essential coverage, with the recognizable HP logo blended into the invigorating colors providing subtle refinement.\n\nA layer of padded protection is blended within the full-length walls of the sleeve offsetting everyday bumps and scuffs. The durable twill exterior provides reliable weather resistance.\n\nThe smooth, artic white, micro-suede interior provides a soft blanket of protection, resisting scratches and preserving your laptop or tablet.",https://images.icecat.biz/img/gallery/img_23249318_high_1496973058_4223_13250.jpg|https://images.icecat.biz/img/norm/high/23249318-HP.jpg,3932x3455|400x400,|,"","","","","","","",""
"","",23303000,"",HP,J9C78EA,23303000,0888793558065|888793558065|0888793558126|888793558126|0888793558102|888793558102|0888793558324|888793558324|0888793558249|888793558249|0888793558256|888793558256|0888793558263|888793558263|0888793558270|888793558270|0888793558287|888793558287|0888793558294|888793558294|0888793558300|888793558300|0888793558317|888793558317|0888793558072|888793558072|0888793558089|888793558089|0888793558096|888793558096|0888793558119|888793558119|0888793558133|888793558133|0888793558140|888793558140|0888793558157|888793558157|0888793570357|888793570357|0888793558164|888793558164|0888793558171|888793558171|0888793558379|888793558379|0888793558386|888793558386|0888793558188|888793558188|0888793558195|888793558195|0888793558201|888793558201|0888793558218|888793558218|0888793558225|888793558225|0888793558232|888793558232|0888793558331|888793558331|0888793558348|888793558348|0888793558355|888793558355|0888793558362|888793558362,POS Systems,159,"","",RP2 Retail System Model 2000,20211119124124,ICECAT,1,45695,https://images.icecat.biz/img/gallery/23303000_0352647442.jpg,4071x3803,https://images.icecat.biz/img/gallery_lows/23303000_0352647442.jpg,https://images.icecat.biz/img/gallery_mediums/23303000_0352647442.jpg,https://images.icecat.biz/img/gallery_thumbs/23303000_0352647442.jpg,http://objects.icecat.biz/objects/mmo_23303000_1518842008_991_4768.pdf,"","HP RP2 Retail System Model 2000 2 GHz J1900 14"" Touchscreen","Intel Celeron J1900 with Intel HD Graphics (2 MB cache, 2.00 GHz), 4 GB DDR3-SDRAM, 32GB SSD, 14"" Touch, LAN, FreeDOS","HP RP2 Retail System Model 2000, 35.6 cm (14""), Resistive, Intel� Celeron�, J1900, 2 GHz, 2 MB","HP RP2 Retail System Model 2000. Display diagonal: 35.6 cm (14""), Touchscreen technology: Resistive. Processor family: Intel� Celeron�, Processor model: J1900, Processor frequency: 2 GHz. Internal memory: 4 GB, Internal memory type: DDR3-SDRAM, Maximum internal memory: 8 GB. Total storage capacity: 32 GB, Storage media type: SSD, SSD capacity: 32 GB. Graphics card manufacturer: Intel, Graphics card: HD Graphics","<b>The essential AiO designed for retail and hospitality</b>\nGet reliable, robust performance from the HP RP2 Retail System, a stylish, compact, and easily serviceable touchscreen All-in-One (AiO) that's deployable across your business as a customer self-service solution or operator station.",https://images.icecat.biz/img/gallery/23303000_0352647442.jpg|https://images.icecat.biz/img/gallery/23303000_1662723115.jpg|https://images.icecat.biz/img/gallery/23303000_5098974568.jpg|https://images.icecat.biz/img/gallery/23303000_9907701196.jpg|https://images.icecat.biz/img/gallery/23303000_8764538040.jpg,4071x3803|3581x4368|3483x4302|3714x4560|5000x3400,||||,"","","","","","","","Optional features:||Customize your solution and select an HP POS peripheral<sup>[3]</sup> that connects to any of the three USB ports around the edge of the display.\n\nSleek, stylish, and great for small spaces.||Add versatility to your store with this compact AiO. Flexible mounting options allow you to place it on a counter, tuck it into a kiosk or mount it on a wall or pole.<sup>[1,2]</sup>\n\nCustomize it.||Tailor the system to your environment with your choice of operating system and an expanded portfolio of HP POS peripherals.<sup>[3]</sup>\n\nEfficient, future-proof performance.||Get consistent uptime in demanding environments with a robust, Quad-Core Intel� processor,<sup>[4]</sup> Intel graphics, up to 8 GB RAM,<sup>[5]</sup> and your choice of storage.\n\nReliability you can trust.||Be comfortable around spills and splashes�the IP54-qualified, sealed fanless design helps prevent them from entering the system, which is also designed for extended use and tested for impacts and vibrations."
"","",20355718,"",HP,E4W94PA,20355718,0887758653715|887758653715,Laptops,151,"","",HP ENVY TS 14-k023TX Ultrabook E4W94PA,20230421115410,SUPPLIER,1,11675,https://images.icecat.biz/img/gallery/20355718_5308936221.jpg,3300x2805,https://images.icecat.biz/img/gallery_lows/20355718_5308936221.jpg,https://images.icecat.biz/img/gallery_mediums/20355718_5308936221.jpg,https://images.icecat.biz/img/gallery_thumbs/20355718_5308936221.jpg,"","",HP ENVY TS 14-k023TX Ultrabook E4W94PA,"",HP ENVY TS 14-k023TX Ultrabook E4W94PA,HP ENVY TS 14-k023TX Ultrabook E4W94PA,"",https://images.icecat.biz/img/gallery/20355718_5308936221.jpg|https://images.icecat.biz/img/gallery/20355718_1577740075.jpg|https://images.icecat.biz/img/gallery/20355718_0168569335.jpg|https://images.icecat.biz/img/gallery/20355718_0080797656.jpg|https://images.icecat.biz/img/gallery/20355718_2715616151.jpg,3300x2805|3300x2805|3300x2805|3300x2805|3300x2805,||||,"","","","","","","",""
"","",20694734,"",HP,H5G64ET,20694734,0888182270110|888182270110|0888182655801|888182655801|0888182270103|888182270103,Laptops,151,ProBook,600,640 G1,20230313195559,ICECAT,1,97292,https://images.icecat.biz/img/gallery/20694734_5774612767.jpg,3300x2805,https://images.icecat.biz/img/gallery_lows/20694734_5774612767.jpg,https://images.icecat.biz/img/gallery_mediums/20694734_5774612767.jpg,https://images.icecat.biz/img/gallery_thumbs/20694734_5774612767.jpg,"","","HP ProBook 640 G1 Laptop 35.6 cm (14"") Intel� Core� i3 i3-4000M 4 GB DDR3-SDRAM 500 GB HDD Wi-Fi 4 (802.11n) FreeDOS Black, Silver","Intel Core i3-4000M (2.4GHz, 3MB), Intel HM87, 4GB 1600MHz DDR3L SDRAM, 500GB 7200 rpm SATA, Intel HD Graphics 4600, DVD SuperMulti DL, 14"" HD LED 1366 x 768, Gigabit Ethernet, WLAN 802.11a/b/g/n, Bluetooth 4.0, FreeDOS","HP ProBook 640 G1, Intel� Core� i3, 2.4 GHz, 35.6 cm (14""), 1366 x 768 pixels, 4 GB, 500 GB","HP ProBook 640 G1. Product type: Laptop, Form factor: Clamshell. Processor family: Intel� Core� i3, Processor model: i3-4000M, Processor frequency: 2.4 GHz. Display diagonal: 35.6 cm (14""), Display resolution: 1366 x 768 pixels. Internal memory: 4 GB, Internal memory type: DDR3-SDRAM. Total storage capacity: 500 GB, Storage media: HDD, Optical drive type: DVD Super Multi DL. On-board graphics card model: Intel� HD Graphics 4600. Operating system installed: FreeDOS. Product colour: Black, Silver","Take on tasks in the office or on the road with a durable HP ProBook 640 and HP ProBook 650. These ProBooks are thin, light and packed with productivity features to make work faster and easier. Plus, reliable security solutions keep your data out of the wrong hands.\n\n<b>Thinner, tougher taskmaster.</b>\n- Get the technology you trust from HP, with cutting-edge style that looks and feels the way you want.\n- Join forces with the latest generation technology and legacy features your business demands on a new thinner HP ProBook for in the office or on the go.\n- Protect existing IT investments with support for existing legacy features such as an optical drive, optional serial ports, VGA and RJ45 connectors.\n- Enjoy a desktop experience on your ProBook with various docking options including HP 120W Advanced Docking Station and HP 90W Docking Station.\n\n<b>Design your ideal ProBook.</b>\n- Take advantage of the wide range of features and configurable options on the new HP ProBook 600 Series.\n- Configure a ProBook made for your business thanks to flexible architecture configurations including the latest Intel� 4th generation processors.\n- Experience great visual performance with full-HD display options, AMD 1GDDR5 discrete graphics and native DisplayPort 1.2.\n- Bridge distances on the HP ProBook 600 series, optimized for communication with Microsoft Lync, premium audio/video and full-HD display.\n- Stay in touch from the office or on the road with powerful connectivity options including 4G WWAN, HP Wireless Hotspot and Bluetooth� 4.0.\n\n<b>Convenient Control.</b>\n- Protect data, devices and identities with HP Client Security and use HP Trust Circles to make sure only assigned contacts can access critical files.\n- Keep sensitive information in safe hands. HP Trust Circles protects your data by ensuring that only approved contacts can access critical files.\n- Stay up and running. HP BIOS Protection offers enhanced protection against virus attacks to the BIOS and other security threats, and is designed to help prevent data loss and reduce downtime.\n- Enjoy easy and simple integration into your IT environment with HP Client Management Solutions such as optional LANDesk and Intel vPro technology.\n- Maintain a productive system environment with stable and consistent images, managed lifecycle transitions and Global Series support you can rely on.",https://images.icecat.biz/img/gallery/20694734_5774612767.jpg|https://images.icecat.biz/img/gallery/20694734_7846064738.jpg|https://images.icecat.biz/img/gallery/20694734_8522574633.jpg|https://images.icecat.biz/img/gallery/20694734_8382807628.jpg|https://images.icecat.biz/img/gallery/20694734_6372033141.jpg|https://images.icecat.biz/img/gallery/20694734_9649766682.jpg|https://images.icecat.biz/img/gallery/20694734_6889554609.jpg|https://images.icecat.biz/img/gallery/20694734_0561571450.jpg|https://images.icecat.biz/img/gallery/20694734_7756833438.jpg|https://images.icecat.biz/img/gallery/20694734_6407391273.jpg|https://images.icecat.biz/img/norm/high/20694734-1783.jpg|https://images.icecat.biz/img/gallery/20694734_2688.jpg|https://images.icecat.biz/img/gallery/20694734_8892.jpg|https://images.icecat.biz/img/gallery/20694734_9577.jpg|https://images.icecat.biz/img/gallery/20694734_359.jpg,3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|474x356|474x356|474x356|474x356|474x356,||||||||||||||,"","","","","","","",""
"","",20833998,"",HP,F8T24EA,20833998,0888182383964|888182383964,Laptops,151,Pavilion,15,15-n244sa,20221021101432,ICECAT,1,15916,https://images.icecat.biz/img/gallery/20833998_3699074305.jpg,3300x2805,https://images.icecat.biz/img/gallery_lows/20833998_3699074305.jpg,https://images.icecat.biz/img/gallery_mediums/20833998_3699074305.jpg,https://images.icecat.biz/img/gallery_thumbs/20833998_3699074305.jpg,"","","HP Pavilion 15-n244sa Laptop 39.6 cm (15.6"") HD Intel� Core� i3 i3-3217U 4 GB DDR3L-SDRAM 750 GB HDD Windows 8.1 Purple","Intel Core i3-3217U (3M Cache, 1.8 GHz), 15.6"" HD (1366x768) LED, 4GB DDR3L, 750GB SATA HDD, DVD SuperMulti, Intel HD 4000 Graphics, Fast Ethernet, WLAN 802.11 b/g/n, HD Webcam, Windows 8.1 64 bit","HP Pavilion 15-n244sa, Intel� Core� i3, 1.8 GHz, 39.6 cm (15.6""), 1366 x 768 pixels, 4 GB, 750 GB","HP Pavilion 15-n244sa. Product type: Laptop, Form factor: Clamshell. Processor family: Intel� Core� i3, Processor model: i3-3217U, Processor frequency: 1.8 GHz. Display diagonal: 39.6 cm (15.6""), HD type: HD, Display resolution: 1366 x 768 pixels. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM. Total storage capacity: 750 GB, Storage media: HDD, Optical drive type: DVD Super Multi. Operating system installed: Windows 8.1. Product colour: Purple","Bring peace of mind and style to your everyday tasks. Whether you�re sending an email, sharing photos, online banking, or listening to music, this reliable notebook � now with a thinner, lighter design � delivers, day after day.\n\n<b>Store it all.</b>\n\nNever worry about running out of space � this dependable notebook is packed with storage. Get up to 1TB hard disk drive space (optional) for storing files, music, photos, videos, and more of what you love and everything you need.\n\n<b>Built-in entertainment drive</b>\n\nWatch DVD movies or create your own media, with the integrated optical drive.\n\n<b>Get connected in more ways than one.</b>\n\nConnect easily to displays, printers, devices, and more. With multiple ports, you can leave the bagful of dongles behind.",https://images.icecat.biz/img/gallery/20833998_3699074305.jpg|https://images.icecat.biz/img/gallery/20833998_9526797353.jpg|https://images.icecat.biz/img/gallery/20833998_3737015983.jpg|https://images.icecat.biz/img/gallery/20833998_2438184302.jpg|https://images.icecat.biz/img/gallery/20833998_3795130111.jpg|https://images.icecat.biz/img/gallery/20833998_7605809605.jpg|https://images.icecat.biz/img/norm/high/20833998-3601.jpg|https://images.icecat.biz/img/gallery/20833998_9548.jpg|https://images.icecat.biz/img/gallery/20833998_2479.jpg|https://images.icecat.biz/img/gallery/20833998_8466.jpg|https://images.icecat.biz/img/gallery/20833998_6897.jpg,3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|3300x2805|532x387|405x217|350x236|316x251|317x220,||||||||||,"","","","","","","",""
"","",20958115,"",HP,RX904AA,20958115,0882780990357|882780990357,Monitor Accessories,940,"","",Easy Clip Accessory Kit,20221021101432,ICECAT,1,23607,https://images.icecat.biz/img/gallery/20958115_2701915540.jpg,3900x2100,https://images.icecat.biz/img/gallery_lows/20958115_2701915540.jpg,https://images.icecat.biz/img/gallery_mediums/20958115_2701915540.jpg,https://images.icecat.biz/img/gallery_thumbs/20958115_2701915540.jpg,"","",HP Easy Clip Accessory Kit,Easy Clip Accessory Kit,"HP Easy Clip Accessory Kit, vp series & w series, Compaq FP1707, WF1907, 4 pc(s)","HP Easy Clip Accessory Kit. Compatibility: vp series & w series, Compaq FP1707, WF1907",Your monitor is personal again. The innovative HP Easy Clip is included in all the new HP LCD monitors. It allows you to clip accessories accessories to personalize your monitor like never before.\n\nThe HP Easy Clip Accessory Kit includes:\n- 2 HP Easy Clip Photo Holders\n- 1 HP Easy Clip Headset Holder\n- 1 HP Easy Clip Flower & Pen Holder,https://images.icecat.biz/img/gallery/20958115_2701915540.jpg|https://images.icecat.biz/img/norm/high/20958115-519.jpg|https://images.icecat.biz/img/gallery/20958115_5988.jpg,3900x2100|500x500|800x645,||,"","","","","","","",""
